Folder,Model Class,Target,Config Type,Augmentation Ratio,RMSE,R2,Baseline RMSE
20260201_204511_SimpleMLPRegressor,SimpleMLPRegressor,Tapping Test,All Targets,3,1.1221693754196167,-0.011043071746826172,1.1165939569473267
20260201_204511_SimpleMLPRegressor,SimpleMLPRegressor,Ruler Drop Test,All Targets,3,0.8080552220344543,0.4326930642127991,1.072835922241211
20260202_092814_HierarchicalTimeseriesGemini21,HierarchicalTimeseriesGemini21,Balance Test,Reduced (4 Targets),3,1.202610731124878,0.01619875431060791,1.212875485420227
20260202_092814_HierarchicalTimeseriesGemini21,HierarchicalTimeseriesGemini21,Single Leg Stance,Reduced (4 Targets),3,1.094529628753662,0.12221646308898926,1.1692496538162231
20260202_092814_HierarchicalTimeseriesGemini21,HierarchicalTimeseriesGemini21,Hand Grip Right,Reduced (4 Targets),3,0.7374443411827087,0.5047844648361206,1.0479323863983154
20260202_092814_HierarchicalTimeseriesGemini21,HierarchicalTimeseriesGemini21,Throwing Beanbag at Target,Reduced (4 Targets),3,1.116464614868164,-0.017922520637512207,1.1068416833877563
20260202_101559_HierarchicalTimeseriesLSTM,HierarchicalTimeseriesLSTM,Balance Test,Reduced (4 Targets),3,1.182329535484314,0.049101054668426514,1.212875485420227
20260202_101559_HierarchicalTimeseriesLSTM,HierarchicalTimeseriesLSTM,Single Leg Stance,Reduced (4 Targets),3,1.0804015398025513,0.14473092555999756,1.1692496538162231
20260202_101559_HierarchicalTimeseriesLSTM,HierarchicalTimeseriesLSTM,Hand Grip Right,Reduced (4 Targets),3,0.7748080492019653,0.45333147048950195,1.0479323863983154
20260202_101559_HierarchicalTimeseriesLSTM,HierarchicalTimeseriesLSTM,Throwing Beanbag at Target,Reduced (4 Targets),3,1.0889627933502197,0.031608641147613525,1.1068416833877563
20260202_111400_ElasticNetModel,ElasticNetModel,Balance Test,Reduced (4 Targets),3,1.1386194229125977,0.1181100606918335,1.212875485420227
20260202_111400_ElasticNetModel,ElasticNetModel,Single Leg Stance,Reduced (4 Targets),3,1.0846508741378784,0.13798993825912476,1.1692496538162231
20260202_111400_ElasticNetModel,ElasticNetModel,Hand Grip Right,Reduced (4 Targets),3,0.9835758209228516,0.11904966831207275,1.0479323863983154
20260202_111400_ElasticNetModel,ElasticNetModel,Throwing Beanbag at Target,Reduced (4 Targets),3,1.1336907148361206,-0.0495762825012207,1.1068416833877563
20260202_114652_LinearRegressionModel,LinearRegressionModel,Balance Test,Reduced (4 Targets),3,1.126936912536621,0.1361140012741089,1.212875485420227
20260202_114652_LinearRegressionModel,LinearRegressionModel,Single Leg Stance,Reduced (4 Targets),3,1.1032748222351074,0.10813373327255249,1.1692496538162231
20260202_114652_LinearRegressionModel,LinearRegressionModel,Hand Grip Right,Reduced (4 Targets),3,0.9053554534912109,0.25359588861465454,1.0479323863983154
20260202_114652_LinearRegressionModel,LinearRegressionModel,Throwing Beanbag at Target,Reduced (4 Targets),3,1.1696792840957642,-0.11727070808410645,1.1068416833877563
20260202_121858_RandomForestLikeMLP,RandomForestLikeMLP,Balance Test,Reduced (4 Targets),3,1.0963771343231201,0.18233168125152588,1.212875485420227
20260202_121858_RandomForestLikeMLP,RandomForestLikeMLP,Single Leg Stance,Reduced (4 Targets),3,1.1385009288787842,0.050272226333618164,1.1692496538162231
20260202_121858_RandomForestLikeMLP,RandomForestLikeMLP,Hand Grip Right,Reduced (4 Targets),3,0.9566476941108704,0.16662615537643433,1.0479323863983154
20260202_121858_RandomForestLikeMLP,RandomForestLikeMLP,Throwing Beanbag at Target,Reduced (4 Targets),3,1.0721912384033203,0.06120830774307251,1.1068416833877563
20260202_125235_SimpleMLPRegressor,SimpleMLPRegressor,Balance Test,Reduced (4 Targets),3,1.1312485933303833,0.12949085235595703,1.212875485420227
20260202_125235_SimpleMLPRegressor,SimpleMLPRegressor,Single Leg Stance,Reduced (4 Targets),3,1.0902440547943115,0.1290767788887024,1.1692496538162231
20260202_125235_SimpleMLPRegressor,SimpleMLPRegressor,Hand Grip Right,Reduced (4 Targets),3,0.8595064878463745,0.3272804021835327,1.0479323863983154
20260202_125235_SimpleMLPRegressor,SimpleMLPRegressor,Throwing Beanbag at Target,Reduced (4 Targets),3,1.1401804685592651,-0.06162703037261963,1.1068416833877563
20260202_133012_HierarchicalTimeseriesGemini21,HierarchicalTimeseriesGemini21,Balance Test,Single Target,3,1.2757625579833984,-0.057499051094055176,1.2416940927505493
20260202_141646_HierarchicalTimeseriesLSTM,HierarchicalTimeseriesLSTM,Balance Test,Single Target,3,1.0595022439956665,0.27063655853271484,1.2416940927505493
20260202_151243_ElasticNetModel,ElasticNetModel,Balance Test,Single Target,3,1.0986312627792358,0.2157686948776245,1.2416940927505493
20260202_154259_LinearRegressionModel,LinearRegressionModel,Balance Test,Single Target,3,1.0336452722549438,0.3058021068572998,1.2416940927505493
20260202_161502_RandomForestLikeMLP,RandomForestLikeMLP,Balance Test,Single Target,3,1.0286089181900024,0.31255042552948,1.2416940927505493
20260202_164921_SimpleMLPRegressor,SimpleMLPRegressor,Balance Test,Single Target,3,1.018940806388855,0.3254126310348511,1.2416940927505493
